District_Name,UnitName,FIRST_YEAR,LAST_YEAR,YEARS_RECORDED,TOTAL_FIRs,HEINOUS_FIRs,NON_HEINOUS_FIRs,HEINOUS_RATIO,FIRs_PER_YEAR,CRIME_VOLUME_SCALED,RISK_SCORE_NORM,SAFETY_INDEX,Latitude_mean,Longitude_mean,RISK_LEVEL
HAVERI,HAVERI TRAFFIC PS,2019,2024,6,311,180,131,1,30,0.066732413,0.066732413,93.33,14.78968569,75.39320296,LOW
HAVERI,RATTIHALLI PS,2019,2024,5,324,172,152,1,34.4,0.076857331,0.076857331,92.31,14.364044,75.4718787,LOW
HAVERI,HAVERI WOMEN PS,2019,2024,6,402,231,171,1,38.5,0.086291913,0.086291913,91.37,14.79590001,75.43701097,LOW
HAVERI,GUTTAL PS,2019,2024,5,448,236,212,1,47.2,0.106311637,0.106311637,89.37,14.87827731,75.61834869,LOW
HAVERI,TADAS PS,2019,2024,4,345,189,156,1,47.25,0.106426693,0.106426693,89.36,15.05267744,75.14058932,LOW
HAVERI,ADUR PS,2019,2024,6,542,299,243,1,49.83,0.112371247,0.112371247,88.76,14.73689754,75.23276579,LOW
HAVERI,BANKAPURA PS,2019,2024,6,548,300,248,1,50,0.112754767,0.112754767,88.72,14.92178115,75.21751739,LOW
HAVERI,HAVERI CEN CRIME PS,2019,2024,6,669,337,332,1,56.17,0.126944992,0.126944992,87.31,14.74177177,75.41997413,LOW
HAVERI,HANSABHAVI PS,2019,2024,6,662,354,308,1,59,0.133464826,0.133464826,86.65,14.55058316,75.37564298,MEDIUM
HAVERI,KAGINELE PS,2019,2023,5,567,305,262,1,61,0.138067061,0.138067061,86.19,14.65213109,75.34762246,MEDIUM
HAVERI,HAVERI TOWN PS,2019,2024,6,710,375,335,1,62.5,0.141518738,0.141518738,85.85,14.78729988,75.40327265,MEDIUM
HAVERI,RANEBENNUR RURAL PS,2019,2024,6,746,402,344,1,67,0.151873767,0.151873767,84.81,14.65772224,75.64540151,MEDIUM
HAVERI,HAVERI RURAL PS,2019,2024,6,801,422,379,1,70.33,0.15954416,0.15954416,84.05,14.81397691,75.39745096,MEDIUM
HAVERI,HIREKERUR PS,2019,2024,5,684,375,309,1,75,0.170282709,0.170282709,82.97,14.43055713,75.40933699,MEDIUM
HAVERI,RANEBENNUR TOWN PS,2019,2024,6,897,466,431,1,77.67,0.176419023,0.176419023,82.36,14.59234014,75.60341396,MEDIUM
HAVERI,BYADAGI PS,2019,2024,6,888,479,409,1,79.83,0.181404778,0.181404778,81.86,14.59405621,75.44888554,MEDIUM
HAVERI,SHIGGAON PS,2019,2024,6,909,500,409,1,83.33,0.189458689,0.189458689,81.05,15.00424082,75.23800124,MEDIUM
HAVERI,HANAGAL PS,2019,2024,6,970,528,442,1,88,0.200197239,0.200197239,79.98,14.70319585,75.12206824,MEDIUM
HAVERI,SAVANOOR PS,2019,2024,6,1303,710,593,1,118.33,0.269997808,0.269997808,73,14.94202486,75.36080272,MEDIUM
HAVERI,HALAGERI PS,2019,2024,6,1359,731,628,1,121.83,0.27805172,0.27805172,72.19,14.53292634,75.61769751,MEDIUM
HUBBALLI DHARWAD CITY,E AND N CRIME PS HD CITY,2019,2021,3,50,25,25,1,8.33,0.016874863,0.016874863,98.31,15.373641,75.11074436,LOW
HUBBALLI DHARWAD CITY,KAMARIPETH PS,2019,2024,6,313,162,151,1,27,0.05982906,0.05982906,94.02,15.34391808,75.13713173,LOW
HUBBALLI DHARWAD CITY,GHANTIKERI PS,2019,2024,6,391,201,190,1,33.5,0.074786325,0.074786325,92.52,15.33291251,75.14544668,LOW
HUBBALLI DHARWAD CITY,ASHOKNAGAR PS,2018,2024,7,564,298,266,1,42.57,0.09566075,0.09566075,90.43,15.36474973,75.14585793,LOW
HUBBALLI DHARWAD CITY,HUBBALLI EAST TRAFFIC PS,2019,2024,6,492,271,221,1,45.17,0.101632698,0.101632698,89.84,15.35447398,75.15367077,LOW
HUBBALLI DHARWAD CITY,HD CITY WOMEN PS,2019,2024,6,561,282,279,1,47,0.105851414,0.105851414,89.41,15.35547276,75.11503318,LOW
HUBBALLI DHARWAD CITY,BENDIGERI PS,2018,2024,7,849,443,406,1,63.29,0.143326759,0.143326759,85.67,15.33543309,75.15260584,MEDIUM
HUBBALLI DHARWAD CITY,HUBBALLI SOUTH TRAFFIC PS,2019,2024,6,711,392,319,1,65.33,0.148038571,0.148038571,85.2,15.32673101,75.13262667,MEDIUM
HUBBALLI DHARWAD CITY,APMC NAVANAGAR,2019,2024,6,756,395,361,1,65.83,0.14918913,0.14918913,85.08,15.39109331,75.08891335,MEDIUM
HUBBALLI DHARWAD CITY,HUBBALLI TOWN PS,2019,2024,6,849,438,411,1,73,0.165680473,0.165680473,83.43,15.34691191,75.14559025,MEDIUM
HUBBALLI DHARWAD CITY,KASABAPETH PS,2019,2024,6,920,475,445,1,79.17,0.179870699,0.179870699,82.01,15.34569037,75.15461273,MEDIUM
HUBBALLI DHARWAD CITY,KESHAVAPUR PS,2019,2024,6,951,501,450,1,83.5,0.189842209,0.189842209,81.02,15.36325172,75.15781706,MEDIUM
HUBBALLI DHARWAD CITY,HUBBALLI NORTH TRAFFIC PS,2019,2024,6,889,506,383,1,84.33,0.191759807,0.191759807,80.82,15.36591357,75.10410255,MEDIUM
HUBBALLI DHARWAD CITY,DHARWAD TRAFFIC PS,2019,2024,6,992,551,441,1,91.83,0.20901819,0.20901819,79.1,15.44720873,75.0109334,MEDIUM
HUBBALLI DHARWAD CITY,GOKUL ROAD PS,2019,2024,6,1097,576,521,1,96,0.21860618,0.21860618,78.14,15.35198939,75.10452934,MEDIUM
HUBBALLI DHARWAD CITY,HUBBALLI SUB URBAN PS,2019,2024,6,1173,607,566,1,101.17,0.230495288,0.230495288,76.95,15.35024848,75.13340103,MEDIUM
HUBBALLI DHARWAD CITY,DHARWAD TOWN PS,2019,2024,6,1178,613,565,1,102.17,0.232796406,0.232796406,76.72,15.45987086,75.0148892,MEDIUM
HUBBALLI DHARWAD CITY,VIDYANAGAR PS,2019,2024,6,1324,688,636,1,114.67,0.261560377,0.261560377,73.84,15.36565177,75.12334982,MEDIUM
HUBBALLI DHARWAD CITY,VIDYAGIRI PS,2019,2024,6,1383,741,642,1,123.5,0.281886917,0.281886917,71.81,15.43329234,75.01823401,MEDIUM
HUBBALLI DHARWAD CITY,OLD HUBBALLI PS,2019,2024,6,1424,763,661,1,127.17,0.290324348,0.290324348,70.97,15.33368421,75.11986842,HIGH
HUBBALLI DHARWAD CITY,CEN CRIME PS HUBBALLI DHARWAD CITY,2018,2024,7,1926,963,963,1,137.57,0.31426693,0.31426693,68.57,15.383614,75.09105855,HIGH
HUBBALLI DHARWAD CITY,DHARWAD SUB-URBAN PS,2019,2024,6,1909,1000,909,1,166.67,0.381218497,0.381218497,61.88,15.46276688,74.99465426,HIGH
K.G.F,CHAMPION REEFS PS,2019,2021,3,115,61,54,1,20.33,0.044488275,0.044488275,95.55,12.94372892,78.26611853,LOW
K.G.F,KYASAMBALLI PS,2023,2024,2,80,44,36,1,22,0.048323471,0.048323471,95.17,12.94724727,78.36394761,LOW
K.G.F,MARIKUPPAM PS,2019,2020,2,87,47,40,1,23.5,0.051775148,0.051775148,94.82,12.91012479,78.28240256,LOW
K.G.F,BEML NAGAR PS,2016,2024,7,336,184,152,1,26.29,0.058185404,0.058185404,94.18,12.98292047,78.24035972,LOW
K.G.F,OORGAUM PS,2019,2024,6,305,163,142,1,27.17,0.060212579,0.060212579,93.98,12.9559509,78.26007656,LOW
K.G.F,KGF CEN CRIME PS,2019,2024,6,388,194,194,1,32.33,0.072101687,0.072101687,92.79,12.96902992,78.2459414,LOW
K.G.F,BUDIKOTE PS,2021,2024,4,318,172,146,1,43,0.096646943,0.096646943,90.34,12.91457944,78.14865605,LOW
K.G.F,KAMASAMUDRAM PS,2019,2024,6,645,340,305,1,56.67,0.128095551,0.128095551,87.19,12.86371144,78.19953586,LOW
K.G.F,ROBERTSONPET PS,2017,2024,7,909,488,421,1,69.71,0.158119658,0.158119658,84.19,12.9577783,78.27655642,MEDIUM
K.G.F,ANDERSONPET PS,2019,2024,6,840,446,394,1,74.33,0.16874863,0.16874863,83.13,12.92765417,78.28897928,MEDIUM
K.G.F,BETHAMANGALA PS,2019,2024,6,956,530,426,1,88.33,0.200964278,0.200964278,79.9,13.00965441,78.34242398,MEDIUM
K.G.F,BANGARPET PS,2019,2024,6,1588,864,724,1,144,0.329059829,0.329059829,67.09,12.99236843,78.18013715,HIGH
KALABURAGI,KALABURAGI CEN CRIME PS,2023,2024,2,24,12,12,1,6,0.011505588,0.011505588,98.85,17.31556458,76.99548008,LOW
KALABURAGI,KURAKUNTA PS,2019,2023,3,35,19,16,1,6.33,0.012272628,0.012272628,98.77,17.19147937,77.34584729,LOW
KALABURAGI,KALABURAGI WOMEN PS,2023,2024,2,26,17,9,1,8.5,0.017258383,0.017258383,98.27,17.318188,76.831442,LOW
KALABURAGI,KUNCHAVARAM PS,2023,2024,2,30,17,13,1,8.5,0.017258383,0.017258383,98.27,17.50338112,77.37684541,LOW
KALABURAGI,KALAGI PS,2019,2024,3,55,33,22,1,11,0.023011177,0.023011177,97.7,17.38511042,77.12853463,LOW
KALABURAGI,MADANAHIPPARGA PS,2021,2024,4,97,52,45,1,13,0.027613412,0.027613412,97.24,17.47024475,76.39664474,LOW
KALABURAGI,MALKHED PS,2019,2024,5,126,67,59,1,13.4,0.028533859,0.028533859,97.15,17.1861996,77.17218302,LOW
KALABURAGI,NIMBARGA PS,2019,2024,4,105,56,49,1,14,0.02991453,0.02991453,97.01,17.36094091,76.52366413,LOW
KALABURAGI,MADBOOL PS,2022,2024,3,91,51,40,1,17,0.036817883,0.036817883,96.32,17.26961796,77.02816139,LOW
KALABURAGI,MIRYAN PS,2019,2024,5,160,88,72,1,17.6,0.038198554,0.038198554,96.18,17.3749745,77.47014759,LOW
KALABURAGI,YEDRAMI PS,2019,2024,6,225,125,100,1,20.83,0.045638834,0.045638834,95.44,16.83990031,76.53598596,LOW
KALABURAGI,DEVALAGANGAPUR PS,2019,2024,6,287,154,133,1,25.67,0.056760903,0.056760903,94.32,17.18978229,76.54976011,LOW
KALABURAGI,CHITTAPURA PS,2019,2024,4,208,112,96,1,28,0.062130178,0.062130178,93.79,17.11995504,77.09936279,LOW
KALABURAGI,REVOOR PS,2019,2024,5,261,140,121,1,28,0.062130178,0.062130178,93.79,17.30169277,76.51338325,LOW
KALABURAGI,NARONA PS,2019,2024,4,227,120,107,1,30,0.066732413,0.066732413,93.33,17.48167558,76.63969022,LOW
KALABURAGI,SULEPET PS,2019,2024,6,337,182,155,1,30.33,0.067499452,0.067499452,93.25,17.35808066,77.3404305,LOW
KALABURAGI,ALLAND PS,2019,2024,5,289,159,130,1,31.8,0.070874425,0.070874425,92.91,17.54833306,76.54771026,LOW
KALABURAGI,RATKAL PS,2019,2024,5,311,167,144,1,33.4,0.074556213,0.074556213,92.54,17.46970023,77.16893801,LOW
KALABURAGI,SEDAM PS,2019,2024,5,325,171,154,1,34.2,0.076397107,0.076397107,92.36,17.15338798,77.28974734,LOW
KALABURAGI,AFZALPUR PS,2021,2024,4,282,151,131,1,37.75,0.084566075,0.084566075,91.54,17.2106655,76.34462426,LOW
KALABURAGI,CHINCHOLI PS,2022,2024,3,214,114,100,1,38,0.085141354,0.085141354,91.49,17.46066258,77.39355178,LOW
KALABURAGI,SHAHABAD TOWN PS,2023,2024,2,147,76,71,1,38,0.085141354,0.085141354,91.49,17.13702736,76.94161554,LOW
KALABURAGI,MAHAGOAN PS,2019,2024,4,330,177,153,1,44.25,0.09952334,0.09952334,90.05,17.50512737,76.95104094,LOW
KALABURAGI,WADI PS,2019,2024,5,409,222,187,1,44.4,0.099868508,0.099868508,90.01,17.02857164,76.96753855,LOW
KALABURAGI,MUDHOL PS,2023,2024,2,165,89,76,1,44.5,0.100098619,0.100098619,89.99,17.02242629,77.39431628,LOW
KALABURAGI,KAMALAPUR PS,2019,2024,5,464,253,211,1,50.6,0.114135437,0.114135437,88.59,17.57576051,77.01392573,LOW
KALABURAGI,NELOGI PS,2019,2024,6,560,305,255,1,50.83,0.114672365,0.114672365,88.53,17.04087882,76.5473731,LOW
KALABURAGI,JEWARGI PS,2019,2024,4,536,291,245,1,72.75,0.165105194,0.165105194,83.49,16.97490851,76.77149956,MEDIUM
KALABURAGI CITY,KALABURAGI CITY CENCRIME PS,2019,2024,6,316,158,158,1,26.33,0.058294981,0.058294981,94.17,17.30829166,76.81688793,LOW
KALABURAGI CITY,ROZA PS,2019,2024,6,694,359,335,1,59.83,0.135382424,0.135382424,86.46,17.34854513,76.8514167,MEDIUM
KALABURAGI CITY,MB NAGAR PS,2019,2024,6,844,457,387,1,76.17,0.172967346,0.172967346,82.7,17.33075728,76.85501362,MEDIUM
KALABURAGI CITY,KALABURAGI CITY WOMEN PS,2020,2024,5,608,397,211,1,79.4,0.180407627,0.180407627,81.96,17.32298104,76.8112819,MEDIUM
KALABURAGI CITY,STATION BAZAR PS,2018,2024,7,1084,568,516,1,81.14,0.184418146,0.184418146,81.56,17.31847708,76.82658664,MEDIUM
KALABURAGI CITY,ASHOKNAGAR PS,2019,2024,6,941,501,440,1,83.5,0.189842209,0.189842209,81.02,17.32108785,76.81195101,MEDIUM
KALABURAGI CITY,FERHATABAD PS,2019,2024,6,970,515,455,1,85.83,0.195211484,0.195211484,80.48,17.2046822,76.7565426,MEDIUM
KALABURAGI CITY,UNIVERSITY PS,2017,2024,8,1434,770,664,1,96.25,0.21918146,0.21918146,78.08,17.3122902,76.869382,MEDIUM
KALABURAGI CITY,CHOWK PS,2019,2024,6,1137,601,536,1,100.17,0.228194171,0.228194171,77.18,17.35114337,76.8321201,MEDIUM
KALABURAGI CITY,BRAHMAPUR PS,2019,2024,6,1294,686,608,1,114.33,0.260793338,0.260793338,73.92,17.33522903,76.83576599,MEDIUM
KALABURAGI CITY,KALABURAGI TRAFFIC I PS,2019,2024,6,1351,743,608,1,123.83,0.282653956,0.282653956,71.73,17.27461128,76.80804237,HIGH
KALABURAGI CITY,RAGAVENDRANAGAR PS,2019,2024,6,1553,808,745,1,134.67,0.307582731,0.307582731,69.24,17.34286052,76.78229464,HIGH
KALABURAGI CITY,SUB URBAN PS,2019,2024,6,2453,1310,1143,1,218.33,0.500109577,0.500109577,49.99,17.37275262,76.81972823,HIGH
KALABURAGI CITY,KALABURAGI TRAFFIC II PS,2019,2024,6,2327,1334,993,1,222.33,0.509314048,0.509314048,49.07,17.34418557,76.84646321,HIGH
KARNATAKA RAILWAYS,MANGALURU RLY PS,2019,2024,6,60,34,26,1,5.67,0.010738549,0.010738549,98.93,12.85185726,74.89174603,LOW
KARNATAKA RAILWAYS,BANGARPET RLY PS,2019,2024,6,71,36,35,1,6,0.011505588,0.011505588,98.85,13.00021036,78.14796855,LOW
KARNATAKA RAILWAYS,SHIVAMOGGA RLY PS,2020,2023,4,65,33,32,1,8.25,0.016683103,0.016683103,98.33,13.91925121,75.57083109,LOW
KARNATAKA RAILWAYS,BYAPPANAHALLI RLY PS,2018,2024,7,108,60,48,1,8.57,0.017422748,0.017422748,98.26,13.01714983,77.64907968,LOW
KARNATAKA RAILWAYS,DAVANAGERE RLY PS,2017,2024,5,105,54,51,1,10.8,0.022550953,0.022550953,97.74,14.37261528,76.01254822,LOW
KARNATAKA RAILWAYS,BALLARI RLY PS,2019,2024,6,143,74,69,1,12.33,0.026079334,0.026079334,97.39,15.17709073,76.72809217,LOW
KARNATAKA RAILWAYS,BIDAR RLY PS,2019,2024,6,147,74,73,1,12.33,0.026079334,0.026079334,97.39,17.94978466,77.39163629,LOW
KARNATAKA RAILWAYS,VIJAYAPURA RLY PS,2019,2024,6,176,91,85,1,15.17,0.032599167,0.032599167,96.74,16.5030708,75.77832907,LOW
KARNATAKA RAILWAYS,GADAG RLY PS,2019,2024,6,193,101,92,1,16.83,0.036434363,0.036434363,96.36,15.41005392,75.85214105,LOW
KARNATAKA RAILWAYS,BENGALURU RURAL RLY PS,2019,2024,5,173,92,81,1,18.4,0.040039448,0.040039448,96,13.17868714,77.42397132,LOW
KARNATAKA RAILWAYS,ARASIKERE RLY PS,2019,2024,6,213,117,96,1,19.5,0.042570677,0.042570677,95.74,13.34722028,76.1746626,LOW
KARNATAKA RAILWAYS,BELAGAVI RLY PS,2019,2024,6,302,158,144,1,26.33,0.058294981,0.058294981,94.17,15.94443577,74.59574361,LOW
KARNATAKA RAILWAYS,HUBBALLI RLY PS,2019,2024,6,364,189,175,1,31.5,0.070184089,0.070184089,92.98,15.20741559,75.21761898,LOW
KARNATAKA RAILWAYS,MYSURU RLY PS,2019,2024,6,372,201,171,1,33.5,0.074786325,0.074786325,92.52,12.49816571,76.65807575,LOW
KARNATAKA RAILWAYS,BENGALURU CANTONMENT RLY PS,2019,2024,6,446,245,201,1,40.83,0.091661188,0.091661188,90.83,12.995553,77.72009635,LOW
KARNATAKA RAILWAYS,RAICHUR RLY PS,2019,2024,6,549,293,256,1,48.83,0.110070129,0.110070129,88.99,16.43139308,77.24994746,LOW
KARNATAKA RAILWAYS,BENGALURU CITY RLY PS,2017,2024,7,678,372,306,1,53.14,0.119986851,0.119986851,88,12.88615999,77.48914214,LOW
KARNATAKA RAILWAYS,WADI RLY PS,2021,2024,4,430,218,212,1,54.5,0.123109796,0.123109796,87.69,15.75495833,76.38711622,LOW
KODAGU,KODAGU CEN CRIME PS,2023,2024,2,48,24,24,1,12,0.025312295,0.025312295,97.47,12.30091379,75.52124963,LOW
KODAGU,MADIKERI TRAFFIC PS,2019,2024,6,210,111,99,1,18.5,0.04026956,0.04026956,95.97,12.41715359,75.71313704,LOW
KODAGU,KODAGU WOMEN PS,2019,2024,6,236,146,90,1,24.33,0.053692746,0.053692746,94.63,12.3844013,75.73863632,LOW
KODAGU,BHAGAMANDALA PS,2018,2024,7,344,182,162,1,26,0.057527942,0.057527942,94.25,12.3795396,75.55143952,LOW
KODAGU,SRIMANGALA PS,2017,2024,8,386,213,173,1,26.62,0.058966141,0.058966141,94.1,12.13610257,75.87208557,LOW
KODAGU,KUTTA PS,2019,2024,6,348,189,159,1,31.5,0.070184089,0.070184089,92.98,11.97198972,76.06102675,LOW
KODAGU,KUSHALNAGAR TRAFFIC PS,2018,2024,7,530,289,241,1,41.29,0.09270217,0.09270217,90.73,12.46141215,75.94083432,LOW
KODAGU,KUSHALNAGAR TOWN PS,2018,2024,7,563,295,268,1,42.14,0.094674556,0.094674556,90.53,12.44883244,75.93888563,LOW
KODAGU,NAPOKLU PS,2018,2024,7,560,295,265,1,42.14,0.094674556,0.094674556,90.53,12.28390221,75.66779005,LOW
KODAGU,MADIKERI TOWN PS,2019,2024,6,550,284,266,1,47.33,0.106618453,0.106618453,89.34,12.42255934,75.73712346,LOW
KODAGU,SUNTICOPPA PS,2019,2024,6,639,342,297,1,57,0.12886259,0.12886259,87.11,12.45089713,75.81719483,LOW
KODAGU,SIDDAPURA PS,2019,2024,6,749,392,357,1,65.33,0.148038571,0.148038571,85.2,12.29710816,75.86838634,MEDIUM
KODAGU,PONNAMPET PS,2019,2024,6,814,444,370,1,74,0.167981591,0.167981591,83.2,12.1420855,75.97718438,MEDIUM
KODAGU,VIRAJPET TOWN PS,2019,2024,6,938,486,452,1,81,0.184089415,0.184089415,81.59,12.19478316,75.79675814,MEDIUM
KODAGU,MADIKERI RURAL PS,2019,2024,6,926,490,436,1,81.67,0.185623493,0.185623493,81.44,12.38199858,75.67892774,MEDIUM
KODAGU,GONIKOPPA PS,2019,2024,6,963,513,450,1,85.5,0.194444444,0.194444444,80.56,12.18182415,75.93363954,MEDIUM
KODAGU,VIRAJPET RURAL PS,2019,2024,6,1082,579,503,1,96.5,0.219756739,0.219756739,78.02,12.20626606,75.78166912,MEDIUM
KODAGU,KUSHALANAGAR RURAL PS,2019,2024,6,1107,580,527,1,96.67,0.220140259,0.220140259,77.99,12.48192337,75.92410015,MEDIUM
KODAGU,SOMWARPET PS,2019,2024,6,1107,589,518,1,98.17,0.223591935,0.223591935,77.64,12.58671178,75.83187927,MEDIUM
KODAGU,SHANIVARASANTHE PS,2019,2024,6,1248,662,586,1,110.33,0.251588867,0.251588867,74.84,12.71513835,75.87899302,MEDIUM
KOLAR,GOWNAPALLI PS,2020,2024,3,69,37,32,1,12.33,0.026079334,0.026079334,97.39,13.48109941,78.21758326,LOW
KOLAR,GULPET PS,2019,2024,6,176,89,87,1,14.83,0.031832128,0.031832128,96.82,13.13992679,78.1424692,LOW
KOLAR,KOLAR CEN CRIME PS,2019,2024,5,179,90,89,1,18,0.039119001,0.039119001,96.09,13.12117047,78.10545613,LOW
KOLAR,RAYALPAD PS,2020,2024,5,205,111,94,1,22.2,0.048783695,0.048783695,95.12,13.48371145,78.32583126,LOW
KOLAR,KOLAR TOWN PS,2016,2024,6,265,137,128,1,22.83,0.050241069,0.050241069,94.98,13.13056879,78.12316845,LOW
KOLAR,KOLAR WOMEN PS,2019,2024,4,145,98,47,1,24.5,0.054076266,0.054076266,94.59,13.14299821,78.15260253,LOW
KOLAR,MULBAGAL RURAL PS,2017,2024,5,246,138,108,1,27.6,0.06120973,0.06120973,93.88,13.14558135,78.32254206,LOW
KOLAR,MULBAGAL TOWN PS,2017,2024,5,259,138,121,1,27.6,0.06120973,0.06120973,93.88,13.16275612,78.38868824,LOW
KOLAR,KOLAR TRAFFIC PS,2023,2024,2,100,58,42,1,29,0.064431295,0.064431295,93.56,13.12610017,78.06089791,LOW
KOLAR,VEMAGAL PS,2017,2024,8,495,270,225,1,33.75,0.075361604,0.075361604,92.46,13.19117807,77.94790016,LOW
KOLAR,NANGLI PS,2022,2024,3,190,105,85,1,35,0.078238001,0.078238001,92.18,13.19920513,78.46669578,LOW
KOLAR,MASTI PS,2020,2024,4,274,148,126,1,37,0.082840237,0.082840237,91.72,12.88818556,78.01712988,LOW
KOLAR,SRINIVASAPURA PS,2020,2024,5,534,288,246,1,57.6,0.130243261,0.130243261,86.98,13.32178055,78.20260011,LOW
KOLAR,KOLAR RURAL PS,2019,2024,6,823,438,385,1,73,0.165680473,0.165680473,83.43,13.19724584,78.1748166,MEDIUM
KOLAR,MALUR PS,2017,2024,7,1299,710,589,1,101.43,0.231097962,0.231097962,76.89,12.96045822,77.85378113,MEDIUM
KOPPAL,KOPPAL CEN CRIME PS,2019,2024,4,74,37,37,1,9.25,0.018984221,0.018984221,98.1,15.4458643,76.26093073,LOW
KOPPAL,GANGAVATHI TRAFFIC PS,2019,2024,6,310,170,140,1,28.33,0.062897217,0.062897217,93.71,15.43734201,76.52867479,LOW
KOPPAL,KOPPAL TRAFFIC PS,2019,2024,6,342,194,148,1,32.33,0.072101687,0.072101687,92.79,15.34234241,76.15634726,LOW
KOPPAL,KOPPAL WOMEN PS,2019,2024,6,350,197,153,1,32.83,0.073252246,0.073252246,92.67,15.36862013,76.18117465,LOW
KOPPAL,BEVOOR PS,2019,2024,6,612,335,277,1,55.83,0.126177953,0.126177953,87.38,15.57859817,76.18938228,LOW
KOPPAL,ALWANDI PS,2019,2024,6,693,374,319,1,62.33,0.141135218,0.141135218,85.89,15.23900075,75.98424764,MEDIUM
KOPPAL,YELBURGA PS,2019,2024,6,698,375,323,1,62.5,0.141518738,0.141518738,85.85,15.59745899,76.02943845,MEDIUM
KOPPAL,KUKNOOR PS,2019,2024,6,716,390,326,1,65,0.147271532,0.147271532,85.27,15.43109931,75.99938908,MEDIUM
KOPPAL,KOPPAL TOWN PS,2019,2024,6,770,399,371,1,66.5,0.150723208,0.150723208,84.93,15.34844957,76.18087409,MEDIUM
KOPPAL,HANUMASAGAR PS,2019,2024,6,914,488,426,1,81.33,0.184856454,0.184856454,81.51,15.86576559,75.99303725,MEDIUM
KOPPAL,TAVAREGERA PS,2019,2024,6,925,489,436,1,81.5,0.185239974,0.185239974,81.48,15.78150506,76.37689617,MEDIUM
KOPPAL,KANAKAGIRI PS,2019,2024,6,1107,594,513,1,99,0.225509533,0.225509533,77.45,15.58902251,76.42945292,MEDIUM
KOPPAL,GANGAVATHI TOWN PS,2019,2024,6,1263,666,597,1,111,0.253122945,0.253122945,74.69,15.43028316,76.5272409,MEDIUM
KOPPAL,KARATAGI PS,2019,2024,6,1658,877,781,1,146.17,0.334045584,0.334045584,66.6,15.56317368,76.64146854,HIGH
KOPPAL,GANGAVATHI RURAL PS,2019,2024,6,1766,960,806,1,160,0.365877712,0.365877712,63.41,15.44111901,76.50997235,HIGH
KOPPAL,MUNIRABAD PS,2019,2024,6,1784,976,808,1,162.67,0.372014026,0.372014026,62.8,15.33393679,76.30736685,HIGH
KOPPAL,KUSHTAGI PS,2019,2024,6,1893,1019,874,1,169.83,0.388505369,0.388505369,61.15,15.77725398,76.1732004,HIGH
KOPPAL,KOPPAL RURAL PS,2019,2024,6,2010,1088,922,1,181.33,0.414968223,0.414968223,58.5,15.39323642,76.2169528,HIGH
MANDYA,KOPPA PS,2023,2024,2,34,18,16,1,9,0.018408941,0.018408941,98.16,12.75499606,76.94011128,LOW
MANDYA,BESAGARAGHALLI PS,2022,2024,3,63,33,30,1,11,0.023011177,0.023011177,97.7,12.62784288,77.00446852,LOW
MANDYA,BASARALU PS,2019,2024,4,88,48,40,1,12,0.025312295,0.025312295,97.47,12.7005011,76.83614716,LOW
MANDYA,MANDYA CEN CRIME PS,2023,2024,2,50,25,25,1,12.5,0.026462853,0.026462853,97.35,12.51837948,76.91046788,LOW
MANDYA,KIRUGAVALU PS,2019,2024,4,117,62,55,1,15.5,0.033366206,0.033366206,96.66,12.34953903,76.93408177,LOW
MANDYA,SHIVALLI PS,2020,2024,3,108,57,51,1,19,0.041420118,0.041420118,95.86,12.58869174,76.81721246,LOW
MANDYA,K.R. PET TOWN PS,2020,2024,4,172,90,82,1,22.5,0.04947403,0.04947403,95.05,12.67463566,76.49065941,LOW
MANDYA,BELAKAVADI PS,2023,2024,2,91,48,43,1,24,0.052925707,0.052925707,94.71,12.26803863,77.10408371,LOW
MANDYA,MALAVALLI TOWN PS,2023,2024,2,102,53,49,1,26.5,0.058678501,0.058678501,94.13,12.22448683,75.90674358,LOW
MANDYA,MANDYA WOMEN PS,2019,2024,4,156,109,47,1,27.25,0.060404339,0.060404339,93.96,12.53944448,76.90455411,LOW
MANDYA,MANDYA WEST PS,2022,2024,3,158,84,74,1,28,0.062130178,0.062130178,93.79,12.43711922,76.86322386,LOW
MANDYA,K.R. SAGAR PS,2020,2024,3,171,87,84,1,29,0.064431295,0.064431295,93.56,12.43238095,76.57715464,LOW
MANDYA,MADDUR TRAFFIC PS,2022,2024,3,157,87,70,1,29,0.064431295,0.064431295,93.56,12.5879978,77.04355316,LOW
MANDYA,BINDIGANAVILE PS,2019,2024,4,220,120,100,1,30,0.066732413,0.066732413,93.33,12.91323737,76.63993475,LOW
MANDYA,NAGAMANGALA TOWN PS,2022,2024,3,171,91,80,1,30.33,0.067499452,0.067499452,93.25,12.8134701,76.74599204,LOW
MANDYA,NAGAMANGALA RURAL PS,2023,2024,2,104,61,43,1,30.5,0.067882972,0.067882972,93.21,12.76494338,76.75060095,LOW
MANDYA,MANDYA CENTRAL PS,2017,2024,7,409,217,192,1,31,0.069033531,0.069033531,93.1,12.53719191,76.89539539,LOW
MANDYA,MALAVALLI RURAL PS,2019,2024,4,224,126,98,1,31.5,0.070184089,0.070184089,92.98,12.39487362,77.05331996,LOW
MANDYA,KERAGODU PS,2019,2024,3,181,96,85,1,32,0.071334648,0.071334648,92.87,12.60731048,76.76894385,LOW
MANDYA,KESTHUR PS,2023,2024,2,125,66,59,1,33,0.073635766,0.073635766,92.64,12.69086809,77.05046579,LOW
